DoctorID,DoctorName,Specialization,DoctorContact
958,Isa,Ophthalmology,isa.958@healthclinic.nl
959,Margalo,Pediatrics,margalo.959@healthclinic.nl
960,Georgina,Obstetric Anesthesiologists,georgina.960@healthclinic.nl
961,Dolli,Endocrinologist,dolli.961@healthclinic.nl
962,Karly,Internists,karly.962@healthclinic.nl
963,Emma,Critical Care Medicine,emma.963@healthclinic.nl
964,Mamie,Pediatrics,mamie.964@healthclinic.nl
965,Jean,Otolaryngologists,jean.965@healthclinic.nl
966,Consuela,Oncologist,consuela.966@healthclinic.nl
967,Fidelia,Nephrology,fidelia.967@healthclinic.nl
968,Caritta,Surgery,caritta.968@healthclinic.nl
969,Helsa,Critical Care Medicine,helsa.969@healthclinic.nl
970,Carly,Emergency Medicine,carly.970@healthclinic.nl
971,Dulcinea,Pediatrics,dulcinea.971@healthclinic.nl
972,Coral,Anesthesiology,coral.972@healthclinic.nl
973,Tori,Oncologist,tori.973@healthclinic.nl
974,Beth,Psychiatry,beth.974@healthclinic.nl
975,Sindee,Anesthesiology,sindee.975@healthclinic.nl
976,Marnia,Infectious disease,marnia.976@healthclinic.nl
977,Rosabelle,Pulmonologists,rosabelle.977@healthclinic.nl
978,Chastity,Geriatrician,chastity.978@healthclinic.nl
979,Christal,Oncologist,christal.979@healthclinic.nl
980,Lindie,Nephrology,lindie.980@healthclinic.nl
981,Steffane,Allergists,steffane.981@healthclinic.nl
982,Cathie,Allergists,cathie.982@healthclinic.nl
983,Lucille,Internists,lucille.983@healthclinic.nl
984,Roseline,Pediatrics,roseline.984@healthclinic.nl
985,Nadine,Nephrology,nadine.985@healthclinic.nl
986,Christy,Nephrology,christy.986@healthclinic.nl
987,Adore,Endocrinologist,adore.987@healthclinic.nl
988,Chickie,Emergency Medicine,chickie.988@healthclinic.nl
989,Elvira,Endocrinologist,elvira.989@healthclinic.nl
990,Celene,Pulmonologists,celene.990@healthclinic.nl
991,Gretal,Oncologist,gretal.991@healthclinic.nl
992,Shandie,Oncologist,shandie.992@healthclinic.nl
993,Nikki,Psychiatry,nikki.993@healthclinic.nl
994,Kimberley,Internists,kimberley.994@healthclinic.nl
995,Andeee,Hospice and Palliative Care,andeee.995@healthclinic.nl
996,Melanie,Oncologist,melanie.996@healthclinic.nl
997,Cam,Internists,cam.997@healthclinic.nl
998,Charmaine,Allergists,charmaine.998@healthclinic.nl
999,Lanna,Hospice and Palliative Care,lanna.999@healthclinic.nl
1000,Corina,Oncologist,corina.1000@healthclinic.nl
